"Name","Country","Age","Height, cm","Weight","Sex","Date of birth","Gold","Silver","Bronze","Total","Sport"
"Gabriel Melconian Alvez","Uruguay","25","182","74","M","7/7/1987","0","0","0","0","Swimming"
"Lotte Meldgaard","Denmark","39","166","61","F","10/13/1972","0","0","0","0","Sailing"
"Jose Melendez","Venezuela","19","170","65","M","5/19/1993","0","0","0","0","Athletics"
"Melanie Melfort","France","29","182","57","F","11/8/1982","0","0","0","0","Athletics"
"Mette Melgaard","Denmark","32","170","61","F","6/3/1980","0","0","0","0","Handball"
"Dzmitry Meliakh","Belarus","33","178","71","M","7/2/1979","0","0","0","0","Modern Pentathlon"
"Alberto Ezequiel Melian","Argentina","22","170","","M","1/2/1990","0","0","0","0","Boxing"
"Lukas Melich","Czech Republic","31","186","110","M","9/16/1980","0","0","0","0","Athletics"
"Luis Felipe Meliz","Spain","32","182","78","M","8/11/1979","0","0","0","0","Athletics"
"Eivind Melleby","Norway","40","","","M","4/19/1972","0","0","0","0","Sailing"
"Oussama Mellouli","Tunisia","28","192","84","M","2/16/1984","0","0","0","0","Swimming"
"Hanna Melnychenko","Ukraine","29","178","67","F","4/24/1983","0","0","0","0","Athletics"
"Stanislav Melnykov","Ukraine","25","183","72","M","2/26/1987","0","0","0","0","Athletics"
"Frederico Melo","Portugal","25","188","72","M","7/13/1987","0","0","0","0","Sailing"
"Joanna Melo","Brazil","25","173","58","F","4/29/1987","0","0","0","0","Swimming"
"Marcelo Melo","Brazil","28","","","M","9/23/1983","0","0","0","0","Tennis"
"Roberto Meloni","Italy","31","180","90","M","2/20/1981","0","0","0","0","Judo"
"Jurgen Melzer","Austria","31","184","80","M","5/22/1981","0","0","0","0","Tennis"
"Denis Menchov","Russian Federation","34","180","65","M","1/25/1978","0","0","0","0","Cycling - Road"
"Katalin Menczinger","Hungary","23","178","69","F","1/17/1989","0","0","0","0","Water Polo"
"Mark Mendelblatt","United States of America","39","188","88","M","2/19/1973","0","0","0","0","Sailing"
"Nuno Mendes","Portugal","28","174","70","M","5/10/1984","0","0","0","0","Rowing"
"Bakhram Mendibaev","Uzbekistan","28","168","69","M","8/27/1983","0","0","0","0","Weightlifting"
"Bruno Mendonca","Brazil","27","","72","M","4/4/1985","0","0","0","0","Judo"
"Jacira Francisco Mendonca","Guinea-Bissau","26","159","59","F","1/7/1986","0","0","0","0","Wrestling"
"Jose Mendoza","Honduras","23","170","70","M","7/21/1989","0","0","0","0","Football"
"Carolina Mendoza Hernandez","Mexico","15","160","49","F","4/25/1997","0","0","0","0","Diving"
"Claudine Mendy","France","22","182","76","F","1/8/1990","0","0","0","0","Handball"
"Marta Menegatti","Italy","21","180","70","F","8/16/1990","0","0","0","0","Beach Volleyball"
"Yulitza Meneses","Cuba","26","","","F","11/9/1985","0","0","0","0","Canoe Sprint"
"Sarah Menezes","Brazil","22","154","48","F","3/26/1990","1","0","0","1","Judo"
"Thaisa Menezes","Brazil","25","194","65","F","5/15/1987","0","0","0","0","Volleyball"
"Daiane Menezes Rodriguez","Brazil","29","162","","F","4/15/1983","0","0","0","0","Football"
"Fanlong Meng","People's Republic of China","24","190","","M","2/5/1988","0","0","0","0","Boxing"
"Aleksandr Menkov","Russian Federation","21","178","74","M","12/7/1990","0","0","0","0","Athletics"
"Vadim Menkov","Uzbekistan","25","180","82","M","2/12/1987","0","0","0","0","Canoe Sprint"
"Florian Mennigen","Germany","30","194","93","M","4/10/1982","1","0","0","1","Rowing"
"Pops Mensah-Bonsu","Great Britain","28","206","111","M","9/7/1983","0","0","0","0","Basketball"
"Jenny Mensing","Germany","26","183","70","F","2/26/1986","0","0","0","0","Swimming"
"Hanser Lenier Meoque Lugones","Cuba","24","","","M","10/24/1987","0","0","0","0","Wrestling"
"Madelein Meppelink","Netherlands","22","182","75","F","11/29/1989","0","0","0","0","Beach Volleyball"
"Yulis Mercedes Reyes","Dominican Republic","32","163","","M","11/12/1979","0","0","0","0","Taekwondo"
"Aselefech Mergia","Ethiopia","27","168","50","F","1/23/1985","0","0","0","0","Athletics"
"Anett Meszaros","Hungary","25","180","70","F","7/14/1987","0","0","0","0","Judo"
"Obinna Metu","Nigeria","24","189","76","M","7/12/1988","0","0","0","0","Athletics"
"Mazen Metwaly","Egypt","22","182","80","M","3/14/1990","0","0","0","0","Swimming"
"Daniele Meucci","Italy","26","178","63","M","10/7/1985","0","0","0","0","Athletics"
"Yhyacinthe Mewoli Abdon","Cameroon","26","176","","M","10/18/1985","0","0","0","0","Boxing"
"Karin Mey Melis","Turkey","29","171","60","F","5/31/1983","0","0","0","0","Athletics"
"Axel Meye","Gabon","17","176","78","M","6/6/1995","0","0","0","0","Football"
"Alex Meyer","United States of America","24","178","75","M","7/5/1988","0","0","0","0","Swimming"
"Janne Friederike Meyer","Germany","31","166","56","F","1/12/1981","0","0","0","0","Equestrian"
"Boaz Meylink","Netherlands","28","195","95","M","3/22/1984","0","0","0","0","Rowing"
"William Meynard","France","25","190","85","M","7/11/1987","0","0","0","0","Swimming"
"Marie Meza","Costa Rica","21","163","55","F","11/20/1990","0","0","0","0","Swimming"
"Maroi Mezien","Tunisia","23","162","48","F","10/28/1988","0","0","0","0","Wrestling"
"Anthony Mfa Mezui","Gabon","21","182","90","M","3/7/1991","0","0","0","0","Football"
"Andisiwe Mgcoyi","South Africa","24","174","75","F","6/16/1988","0","0","0","0","Football"
"Yang Mi","People's Republic of China","23","180","70","F","1/24/1989","0","0","0","0","Volleyball"
"Marcello Miani","Italy","28","183","72","M","3/5/1984","0","0","0","0","Rowing"
"Aksana Miankova","Belarus","30","184","81","F","3/28/1982","0","0","0","0","Athletics"
"Lijie Miao","People's Republic of China","31","178","75","F","6/3/1981","0","0","0","0","Basketball"
"Miao Miao","Australia","31","162","48","F","1/14/1981","0","0","0","0","Table Tennis"
"Yihua Miao","People's Republic of China","24","170","56","F","2/11/1988","0","0","0","0","Modern Pentathlon"
"Przemyslaw Miarczynski","Poland","32","185","79","M","8/26/1979","0","0","0","0","Sailing"
"Duke Micah","Ghana","20","170","","M","9/16/1991","0","0","0","0","Boxing"
"Meredith Michaels-Beerbaum","Germany","42","162","50","F","12/26/1969","0","0","0","0","Equestrian"
"Theresa Michalak","Germany","20","175","65","F","5/7/1992","0","0","0","0","Swimming"
"Karolina Michalczuk","Poland","32","164","","F","12/6/1979","0","0","0","0","Boxing"
"Monika Ewa Michalik","Poland","32","167","63","F","5/2/1980","0","0","0","0","Wrestling"
"Julia Michalska","Poland","27","179","69","F","7/21/1985","0","0","1","1","Rowing"
"Lukasz Michalski","Poland","24","190","85","M","8/2/1988","0","0","0","0","Athletics"
"Alberto Michan Halbinger","Mexico","33","173","70","M","12/2/1978","0","0","0","0","Equestrian"
"Sebastien Michaud","Canada","25","185","","M","5/7/1987","0","0","0","0","Taekwondo"
"Ciara Michel","Great Britain","27","194","70","F","7/2/1985","0","0","0","0","Volleyball"
"Jessica Michel","France","30","177","59","F","6/22/1982","0","0","0","0","Equestrian"
"Birgit Michels","Germany","27","178","70","F","9/28/1984","0","0","0","0","Badminton"
"Stacey Michelsen","New Zealand","21","173","66","F","2/18/1991","0","0","0","0","Hockey"
"Angelina Michshuk","Kazakhstan","24","155","54","F","5/1/1988","0","0","0","0","Shooting"
"Maria Michta","United States of America","26","165","51","F","6/23/1986","0","0","0","0","Athletics"
"Jan Micka","Czech Republic","17","183","73","M","1/15/1995","0","0","0","0","Swimming"
"Kimberley Mickle","Australia","27","166","70","F","12/28/1984","0","0","0","0","Athletics"
"Giovanna Micol","Italy","30","178","69","F","4/18/1982","0","0","0","0","Sailing"
"Augusto Midana","Guinea-Bissau","28","167","74","M","5/20/1984","0","0","0","0","Wrestling"
"Barry Middleton","Great Britain","28","178","68","M","1/12/1984","0","0","0","0","Hockey"
"Hiram Mier","Mexico","22","179","70","M","8/25/1989","0","0","0","0","Football"
"David Mier Y Teran","Mexico","33","171","65","M","8/7/1978","0","0","0","0","Sailing"
"Soltan Migitinov","Azerbaijan","23","175","","M","9/17/1988","0","0","0","0","Boxing"
"Damian Emmanuel Migueles","Argentina","28","192","94","M","11/24/1983","0","0","0","0","Handball"
"Brankica Mihajlovic","Serbia","21","190","80","F","4/13/1991","0","0","0","0","Volleyball"
"Dzianis Mihal","Belarus","26","197","102","M","10/5/1985","0","0","0","0","Rowing"
"Lucia Liliana Mihalache","Romania","45","169","97","F","7/5/1967","0","0","0","0","Shooting"
"Victor Mihalachi","Romania","23","172","78","M","2/24/1989","0","0","0","0","Canoe Sprint"
"Tina Mihelic","Croatia","23","176","63","F","12/30/1988","0","0","0","0","Sailing"
"Damir Mikec","Serbia","28","179","80","M","3/31/1984","0","0","0","0","Shooting"
"Melissa Mikec","El Salvador","25","165","59","F","8/3/1987","0","0","0","0","Shooting"
"Dmytro Mikhai","Ukraine","22","195","94","M","2/27/1990","0","0","0","0","Rowing"
"Eduard Mikhan","Belarus","23","195","86","M","6/7/1989","0","0","0","0","Athletics"
"Alexander Mikhaylin","Russian Federation","32","195","115","M","8/18/1979","0","1","0","1","Judo"
"Maxim Mikhaylov","Russian Federation","24","202","106","M","3/19/1988","0","0","0","0","Volleyball"
"Andrei Mikhnevich","Belarus","36","201","145","M","7/12/1976","0","0","0","0","Athletics"
"Natallia Mikhnevich","Belarus","30","180","96","F","5/25/1982","0","0","0","0","Athletics"
"Sabina Mikina","Azerbaijan","24","167","53","F","10/24/1987","0","0","0","0","Fencing"
"Irina Mikitenko","Germany","39","161","48","F","8/23/1972","0","0","0","0","Athletics"
"Jenni Mikkonen","Finland","32","174","67","F","2/24/1980","0","0","0","0","Canoe Sprint"
"Suvi Mikkonen","Finland","24","164","","F","7/11/1988","0","0","0","0","Taekwondo"
"Roland Mikler","Hungary","27","190","100","M","9/20/1984","0","0","0","0","Handball"
"Beata Mikolajczyk","Poland","26","170","65","F","10/15/1985","0","0","0","0","Canoe Sprint"
"Samuel Mikulak","United States of America","19","163","","M","10/13/1992","0","0","0","0","Gymnastics - Artistic"
"Vesna Milanovic-Litre","Croatia","26","180","72","F","5/30/1986","0","0","0","0","Handball"
"Moritz Milatz","Germany","30","173","65","M","6/24/1982","0","0","0","0","Cycling - Mountain Bike"
"Joel Milburn","Australia","26","182","75","M","3/17/1986","0","0","0","0","Athletics"
"Katarzyna Milczarek","Poland","46","168","57","F","9/2/1965","0","0","0","0","Equestrian"
"Houda Miled","Tunisia","25","171","70","F","2/8/1987","0","0","0","0","Judo"
"Derek Miles","United States of America","39","191","88","M","9/28/1972","0","0","0","0","Athletics"
"Emil Milev","United States of America","44","178","83","M","5/2/1968","0","0","0","0","Shooting"
"Ralitsa Mileva","Bulgaria","18","167","","F","12/22/1993","0","0","0","0","Gymnastics - Artistic"
"Rokas Milevicius","Lithuania","25","187","83","M","12/10/1986","0","0","0","0","Sailing"
"Hannah Miley","Great Britain","22","166","53","F","8/8/1989","0","0","0","0","Swimming"
"Radmila Miljanic","Montenegro","24","157","60","F","4/19/1988","0","0","0","0","Handball"
"David Millar","Great Britain","35","191","78","M","1/4/1977","0","0","0","0","Cycling - Road"
"Ian Millar","Canada","65","185","76","M","1/6/1947","0","0","0","0","Equestrian"
"Billy Miller","Australia","24","188","89","M","2/21/1988","0","0","0","0","Water Polo"
"Joel Miller","Great Britain","23","191","86","M","12/15/1988","0","0","0","0","Volleyball"
"Larrissa Miller","Australia","20","140","","F","7/12/1992","0","0","0","0","Gymnastics - Artistic"
"Ramon Miller","Bahamas","25","170","67","M","2/17/1987","0","0","0","0","Athletics"
"Shaunae Miller","Bahamas","18","185","69","F","4/15/1994","0","0","0","0","Athletics"
"Wanner Miller","Colombia","25","190","78","M","7/22/1987","0","0","0","0","Athletics"
"Will Miller","United States of America","28","196","96","M","6/13/1984","0","0","0","0","Rowing"
"Alana Millington","New Zealand","24","171","67","F","6/28/1988","0","0","0","0","Hockey"
"Vasiliki Millousi","Greece","28","155","","F","5/4/1984","0","0","0","0","Gymnastics - Artistic"
"Hannah Mills","Great Britain","24","157","50","F","2/29/1988","0","0","0","0","Sailing"
"Patrick Mills","Australia","23","180","85","M","8/11/1988","0","0","0","0","Basketball"
"Md Emdadul Haque Milon","Bangladesh","19","174","60","M","2/25/1993","0","0","0","0","Archery"
"Sofiane Milous","France","24","168","60","M","7/1/1988","0","0","0","0","Judo"
"Albert Minczer","Hungary","25","179","63","M","10/1/1986","0","0","0","0","Athletics"
"Manuel Minginfel","Federated States of Micronesia","33","158","62","M","9/28/1978","0","0","0","0","Weightlifting"
"Gulcan Mingir","Turkey","23","165","53","F","5/21/1989","0","0","0","0","Athletics"
"Marc Minguell Alferez","Spain","27","186","95","M","1/14/1985","0","0","0","0","Water Polo"
"Victor Minibaev","Russian Federation","21","173","63","M","7/18/1991","0","0","0","0","Diving"
"Yu Minobe","Japan","22","148","","F","2/23/1990","0","0","0","0","Gymnastics - Artistic"
"Andres Mir","Spain","25","180","75","M","1/25/1987","0","0","0","0","Hockey"
"Andreas Miralis","Greece","24","183","89","M","9/21/1987","0","0","0","0","Water Polo"
"Erika Miranda","Brazil","25","162","52","F","6/4/1987","0","0","0","0","Judo"
"Lorena Miranda Dorado","Spain","21","174","73","F","4/7/1991","0","0","0","0","Water Polo"
"Max Mirnyi","Belarus","35","195","93","M","7/6/1977","0","0","0","0","Tennis"
"Nastassia Mironchyk - Ivanova","Belarus","23","171","53","F","4/13/1989","0","0","0","0","Athletics"
"Eniko Mironcic","Romania","26","182","77","F","7/21/1986","0","0","0","0","Rowing"
"Nemanja Mirosavljev","Serbia","42","185","70","M","5/10/1970","0","0","0","0","Shooting"
"Sania Mirza","India","25","","","F","11/15/1986","0","0","0","0","Tennis"
"Arakel Mirzoyan","Armenia","22","168","69","M","10/21/1989","0","0","0","0","Weightlifting"
"Anna Mishchenko","Ukraine","28","166","50","F","8/25/1983","0","0","0","0","Athletics"
"Marijana Miskovic","Croatia","30","166","63","F","7/8/1982","0","0","0","0","Judo"
"Antonija Misura","Croatia","24","181","65","F","5/19/1988","0","0","0","0","Basketball"
"Ioannis Mitakis","Greece","22","186","95","M","11/8/1989","0","0","0","0","Sailing"
"Efthimios Mitas","Greece","27","190","98","M","5/15/1985","0","0","0","0","Shooting"
"Matthew Mitcham","Australia","24","174","67","M","3/2/1988","0","0","0","0","Diving"
"Ethan Mitchell","New Zealand","21","180","81","M","2/19/1991","0","0","0","0","Cycling - Track"
"Kathryn Mitchell","Australia","30","168","72","F","7/10/1982","0","0","0","0","Athletics"
"Kerri-Ann Mitchell","Canada","29","165","56","F","3/29/1983","0","0","0","0","Athletics"
"Lauren Mitchell","Australia","21","155","","F","7/23/1991","0","0","0","0","Gymnastics - Artistic"
"Manteo Mitchell","United States of America","25","185","79","M","7/6/1987","0","0","0","0","Athletics"
"Maurice Mitchell","United States of America","22","180","74","M","12/22/1989","0","0","0","0","Athletics"
"Silviya Miteva","Bulgaria","26","165","","F","6/24/1986","0","0","0","0","Gymnastics - Rhythmic"
"Mihajlo Mitic","Serbia","21","201","90","M","9/17/1990","0","0","0","0","Volleyball"
"Yannick Mitoumba Mbemy","Gabon","25","167","","M","9/7/1986","0","0","0","0","Boxing"
"Ionut Mitrea","Romania","22","191","89","M","1/18/1990","0","0","0","0","Canoe Sprint"
"Joanna Mitrosz","Poland","23","181","","F","8/21/1988","0","0","0","0","Gymnastics - Rhythmic"
"Stefan Mitrovic","Serbia","24","194","85","M","3/29/1988","0","0","0","0","Water Polo"
"Aki Mitsuhashi","Japan","22","166","55","F","9/12/1989","0","0","0","0","Hockey"
"Risako Mitsui","Japan","18","168","","F","9/23/1993","0","0","0","0","Synchronised Swimming"
"Heather Mitts","United States of America","34","165","54","F","6/9/1978","0","0","0","0","Football"
"Rina Miura","Japan","18","170","","F","5/9/1994","0","0","0","0","Gymnastics - Rhythmic"
"Hiromi Miyake","Japan","26","146","48","F","11/18/1985","0","1","0","1","Weightlifting"
"Ryo Miyake","Japan","21","178","70","M","12/24/1990","0","0","0","0","Fencing"
"Aya Miyama","Japan","27","157","52","F","1/28/1985","0","0","0","0","Football"
"Tamari Miyashiro","United States of America","25","170","75","F","7/8/1987","0","0","0","0","Volleyball"
"Endene Miyem","France","24","188","88","F","5/15/1988","0","0","0","0","Basketball"
"Ewa Mizdal","Poland","25","160","69","F","7/18/1987","0","0","0","0","Weightlifting"
"Honami Mizuochi","Japan","19","148","48","F","2/5/1993","0","0","0","0","Weightlifting"
"Jun Mizutani","Japan","23","172","66","M","6/9/1989","0","0","0","0","Table Tennis"
"Alice Mizzau","Italy","19","180","65","F","3/18/1993","0","0","0","0","Swimming"
"Kristina Mladenovic","France","19","182","69","F","5/14/1993","0","0","0","0","Tennis"
"David MmcCann","Ireland","39","180","73","M","3/17/1973","0","0","0","0","Cycling - Road"
"Thokozile Mndaweni","South Africa","30","172","76","F","8/8/1981","0","0","0","0","Football"
"Ismail Moalla","Tunisia","22","195","67","M","1/30/1990","0","0","0","0","Volleyball"
"Emilie Moberg","Norway","21","","","F","7/12/1991","0","0","0","0","Cycling - Road"
"Susanne Moberg","Sweden","26","170","59","F","2/13/1986","0","0","0","0","Football"
"Sabrina Mockenhaupt","Germany","31","156","45","F","12/6/1980","0","0","0","0","Athletics"
"Tamas Mocsai","Hungary","33","196","95","M","12/9/1978","0","0","0","0","Handball"
"Portia Modise","South Africa","29","163","56","F","6/20/1983","0","0","0","0","Football"
"Sacha Modolo","Italy","25","180","67","M","6/19/1987","0","0","0","0","Cycling - Road"
